x,xp,y,yp,t,p
-6.291983299888670444e-04,-7.024162914603948593e-04,-3.445974725764244795e-04,8.248746162280440331e-04,-8.633919100498044230e-12,4.276589024811983109e-03
-5.503133404999971390e-03,-1.666569267399609089e-03,-3.771307237911969423e-04,4.039479827042669058e-04,1.157449223271322936e-11,-8.567814715206623077e-03
-5.482670385390520096e-03,-1.265746192075312138e-03,-4.844038921874016523e-04,3.823980514425784349e-04,8.495574035927155876e-12,-8.261824958026409149e-03
9.260216611437499523e-04,-2.456050133332610130e-03,-8.883332484401762486e-04,2.084715990349650383e-03,-2.322982604885392988e-11,9.465430863201618195e-03
-4.112293478101491928e-03,-1.563121331855654716e-03,-1.491092843934893608e-04,6.588299293071031570e-04,8.008713484053409104e-12,-5.207287147641181946e-03
1.564015983603894711e-03,-1.237984397448599339e-04,-5.792432348243892193e-04,1.456233207136392593e-03,-2.140076137135960010e-11,1.081383228302001953e-02
-6.749200634658336639e-03,-6.828721961937844753e-04,-6.310604658210650086e-05,-2.067230525426566601e-04,1.918701482417350945e-11,-1.232279371470212936e-02
-4.271678626537322998e-03,-2.876823709812015295e-04,-5.979775451123714447e-04,9.462884045206010342e-04,5.127077581934535999e-12,-4.932115320116281509e-03
1.801575650461018085e-03,-3.748915914911776781e-04,-8.354873280040919781e-04,1.568522769957780838e-03,-2.432422839537817794e-11,1.215636823326349258e-02
-2.823059214279055595e-03,-4.370779206510633230e-04,-6.974821444600820541e-04,1.057066605426371098e-03,-7.283177966971310369e-13,-8.311187848448753357e-04
-1.845476916059851646e-03,-1.554343471070751548e-04,-3.253670583944767714e-04,1.343559939414262772e-03,4.281611686290237584e-13,1.052877283655107021e-03
-4.188178572803735733e-03,-1.215633703395724297e-03,-7.375264540314674377e-04,1.161192893050611019e-03,2.912157711157381534e-12,-4.232476931065320969e-03
2.281775698065757751e-03,-4.676609823945909739e-04,-3.852737718261778355e-04,1.490403432399034500e-03,-1.819530290325666044e-11,1.242259982973337173e-02
-2.513511804863810539e-03,-2.833444159477949142e-04,-4.473984881769865751e-04,9.572073468007147312e-04,9.168082959476464566e-13,-5.773940356448292732e-04
2.549295895732939243e-04,-1.272321213036775589e-03,-1.011009910143911839e-03,2.069482346996665001e-03,-1.561634328794969662e-11,8.684730157256126404e-03
-4.027869552373886108e-03,-2.277997555211186409e-03,-3.825076564680784941e-04,8.540811832062900066e-04,2.516613003059053888e-12,-4.557007923722267151e-03
3.391758073121309280e-03,-1.559358133818022907e-05,-7.210630574263632298e-04,1.788784866221249104e-03,-2.961593470462986488e-11,1.675052568316459656e-02
-3.820432350039482117e-03,-9.069360385183244944e-05,1.262976875295862556e-04,-7.151961199269862846e-06,8.630409754906143149e-12,-5.204373504966497421e-03
3.767793299630284309e-03,-8.490139152854681015e-04,-4.795251006726175547e-04,1.888019149191677570e-03,-2.833392895307262904e-11,1.763720996677875519e-02
-6.211257539689540863e-03,-1.086486463464098051e-05,2.038506354438140988e-04,-6.877660634927451611e-04,1.859824273753307722e-11,-1.105771120637655258e-02
-5.526825785636901855e-03,-2.085052430629730225e-03,-6.220777868293225765e-04,8.988995687104761600e-04,8.695211217712994767e-12,-7.719632238149642944e-03
-6.752012297511100769e-03,-9.214734891429543495e-04,-1.942150993272662163e-04,2.327752008568495512e-04,1.764144212657026145e-11,-1.223495602607727051e-02
-2.847981872037053108e-03,2.589160576462745667e-04,-2.905345754697918892e-04,7.996140047907829285e-04,3.160267837351571352e-12,-1.501108636148273945e-03
1.659364323131740093e-03,-1.330381026491522789e-03,-6.013796082697808743e-04,1.819947618059813976e-03,-2.185873704263485706e-11,1.130203623324632645e-02
4.423962906002998352e-03,-7.996040512807667255e-04,-5.903152050450444221e-04,2.048071939498186111e-03,-3.265912887351340999e-11,1.989473402500152588e-02
-4.434760194271802902e-03,-4.598582163453102112e-04,-1.251049252459779382e-04,6.401994614861905575e-04,1.127415695523215078e-11,-6.310986354947090149e-03
1.456750323995947838e-03,-1.830205670557916164e-03,-7.471225108020007610e-04,1.857815310359001160e-03,-2.359743130064817507e-11,1.114642713218927383e-02
-7.776068057864904404e-03,-7.710079662501811981e-04,2.339400271011982113e-05,-3.216724144294857979e-04,2.644789422190374495e-11,-1.518138498067855835e-02
-5.581773817539215088e-03,1.209728943649679422e-04,-2.519848058000206947e-04,-5.830809459439478815e-05,9.833250533275439409e-12,-8.553872816264629364e-03
-2.463236342009622604e-06,4.041708307340741158e-04,-6.432826048694550991e-04,1.465130364522337914e-03,-1.246164369611557632e-11,7.039837539196014404e-03
4.552088677883148193e-03,-2.609688381198793650e-04,-5.029100575484335423e-04,1.636971486732363701e-03,-3.207344112521326451e-11,1.971333846449851990e-02
-2.898583887144923210e-03,-1.985182985663414001e-03,-9.365161531604826450e-04,1.128315110690891743e-03,-1.071622218046242025e-11,-5.414852639660239220e-04
6.130654364824295044e-04,-9.666500845924019814e-04,-8.206761558540165424e-04,1.949688419699668884e-03,-1.531526121201221002e-11,8.889820426702499390e-03
-7.243460975587368011e-03,-1.922312367241829634e-04,2.686674124561250210e-04,-7.506527472287416458e-04,2.266225575253688618e-11,-1.395146455615758896e-02
3.499398240819573402e-03,3.196269099134951830e-04,-3.896675189025700092e-04,1.731949392706155777e-03,-2.705069675201787760e-11,1.738042943179607391e-02
3.990721888840198517e-03,-2.382818493060767651e-04,-2.776082546915858984e-04,1.585960038937628269e-03,-2.340609824014183715e-11,1.771673373878002167e-02
3.791228402405977249e-03,8.619265281595289707e-04,-4.032149154227226973e-04,1.473548356443643570e-03,-2.914307684065420290e-11,1.763851754367351532e-02
-7.283958140760660172e-03,-5.245463107712566853e-04,3.917748399544507265e-04,-5.924813449382781982e-04,2.400453967543736411e-11,-1.471826620399951935e-02
2.016723621636629105e-03,6.204023975442396477e-06,-7.458992768079042435e-04,1.494967960752546787e-03,-2.236430485247353772e-11,1.273434981703758240e-02
-5.657119327224791050e-04,-1.455358229577541351e-03,-5.308597465045750141e-04,1.726559712551534176e-03,-8.223050712574675458e-12,5.164577625691890717e-03
4.724312108010053635e-03,-2.070365007966756821e-04,-3.688321157824248075e-04,1.621046336367726326e-03,-3.601647452500245095e-11,2.036157250404357910e-02
-3.465601941570639610e-03,-2.377827040618285537e-04,-6.125334766693413258e-04,9.477695566602051258e-04,3.314210071745510300e-13,-2.775524975731968880e-03
-3.221450140699744225e-03,-4.718281561508774757e-04,-2.336747129447758198e-04,6.938760052435100079e-04,4.734742112266765446e-12,-2.939350903034210205e-03
-4.696983844041824341e-03,-2.445877064019441605e-03,-2.779414353426545858e-04,7.966475095599889755e-04,6.560445763026390154e-12,-6.360958795994520187e-03
-1.511104404926300049e-03,-1.405410934239625931e-03,-4.738311981782317162e-04,1.266266917809844017e-03,-5.770544632410778974e-12,2.170086838304996490e-03
2.092966577038168907e-03,-1.191030954942107201e-03,-4.672975046560168266e-04,1.581656048074364662e-03,-2.106422501702009953e-11,1.232402678579092026e-02
4.027459770441055298e-03,6.304658600129187107e-04,-2.454878995195031166e-04,1.334405271336436272e-03,-2.923390002296244461e-11,1.827905140817165375e-02
2.154462272301316261e-03,-1.019909996102796867e-05,-2.676577132660895586e-04,1.467927359044551849e-03,-1.346933068552269575e-11,1.209876779466867447e-02
-7.803333923220634460e-03,-7.630194304510951042e-04,9.565763321006670594e-05,-4.166316939517855644e-04,2.747218078025248644e-11,-1.546434685587882996e-02
2.149888314306735992e-03,-1.274344685953110456e-04,-8.381560910493135452e-04,1.917557325214147568e-03,-2.312115429670136280e-11,1.364647224545478821e-02
-6.569541525095701218e-03,-9.950303938239812851e-04,1.182174673886038363e-04,-2.989205531775951385e-04,2.070776189411205337e-11,-1.208349689841270447e-02
2.466638979967683554e-04,-5.957683315500617027e-04,-1.049813698045909405e-03,2.008550334721803665e-03,-1.507166266789816689e-11,8.582163602113723755e-03
-4.273831844329833984e-03,-1.335660344921052456e-03,-1.089937213691882789e-04,2.506893943063914776e-04,5.701740295183110874e-12,-5.950834602117538452e-03
-3.969158511608839035e-03,2.214927517343312502e-04,-2.717170864343643188e-04,3.922217874787747860e-04,7.996063013104848238e-12,-4.601246211677789688e-03
-2.832639962434768677e-03,-1.908820937387645245e-03,-4.961022059433162212e-04,1.149095012806355953e-03,-1.340581508649241194e-12,-1.333927502855658531e-03
-3.374862950295209885e-03,-2.234887098893523216e-03,-7.055919268168509007e-04,9.269183501601219177e-04,-5.286360325179595421e-12,-2.197547117248177528e-03
2.317082136869430542e-03,-1.790704845916479826e-04,-7.826078217476606369e-04,1.800290658138692379e-03,-2.557482524367937771e-11,1.376313343644142151e-02
5.089311394840478897e-03,8.871511672623455524e-04,-4.940562648698687553e-04,1.391146099194884300e-03,-3.717684146642419307e-11,2.156819589436054230e-02
-1.655150117585435510e-04,-6.366934976540505886e-04,-8.433262119069695473e-04,1.518820528872311115e-03,-1.694093476611868709e-11,6.620993372052907944e-03
2.194679575040936470e-03,-1.615029177628457546e-04,-5.122777074575424194e-04,1.317754969932138920e-03,-2.116160371934405759e-11,1.266339886933565140e-02
-9.543957421556115150e-04,-2.005130983889102936e-03,-7.468190160579979420e-04,1.496115582995116711e-03,-1.480710519474737197e-11,4.229291342198848724e-03
-3.160628955811262131e-03,-6.574879516847431660e-04,-2.038317179540172219e-04,2.951399947050958872e-04,1.934096112432559522e-12,-2.704850165173411369e-03
-3.575514536350965500e-03,-1.527813379652798176e-03,-7.314233807846903801e-04,1.508574117906391621e-03,2.525410653167470265e-12,-2.628787420690059662e-03
2.870904980227351189e-03,-9.826777968555688858e-04,-6.787303718738257885e-04,2.031989395618438721e-03,-2.588567901695704165e-11,1.480287127196788788e-02
-3.953840583562850952e-03,-1.636619097553193569e-03,-6.033717654645442963e-04,9.022764861583709717e-04,2.065910593637698689e-12,-4.065699409693479538e-03
-1.237495220266282558e-03,-7.247603934956714511e-05,-7.485260721296072006e-04,1.609173952601850033e-03,-6.677507071589650067e-12,3.767117857933044434e-03
-4.692367278039455414e-03,-9.065379272215068340e-04,-5.770528805442154408e-04,1.050744205713272095e-03,8.081584013108766840e-12,-6.174299400299787521e-03
-1.422303903382271528e-04,-1.403689151629805565e-03,-9.736757492646574974e-04,1.758356112986803055e-03,-1.643843047793858148e-11,6.953456439077854156e-03
4.649696405977010727e-03,7.403625641018152237e-04,-2.023941924562677741e-04,1.183941960334777832e-03,-3.068081899648689159e-11,1.947108842432498932e-02
7.009860128164291382e-04,-1.676608459092676640e-03,-7.653639186173677444e-04,2.137044211849570274e-03,-1.735083084153377087e-11,9.342752397060394287e-03
7.423991337418556213e-04,-1.041897223331034184e-03,-5.111189675517380238e-04,1.704594702459871769e-03,-1.269420159266676507e-11,8.666535839438438416e-03
-3.375583561137318611e-03,-1.203575055114924908e-03,-2.024713903665542603e-04,6.240258808247745037e-04,5.654764850815396926e-12,-3.254372160881757736e-03
-3.519688500091433525e-03,-1.888705999590456486e-03,-7.515620090998709202e-04,1.494684140197932720e-03,1.170305931157133994e-12,-2.523087430745363235e-03
-4.584156908094882965e-03,-2.006859052926301956e-03,-2.165964979212731123e-04,3.443956302362494171e-05,5.224471463088908862e-12,-6.340470165014266968e-03
-5.236117634922266006e-03,-1.424829941242933273e-03,-3.039362200070172548e-04,6.236865883693099022e-04,1.060927474344497412e-11,-8.143239654600620270e-03
1.702575595118105412e-03,-1.115632359869778156e-03,-6.156427552923560143e-04,1.583790406584739685e-03,-2.134416948740280873e-11,1.132058259099721909e-02
3.190625458955764771e-03,1.804767380235716701e-04,-3.484105109237134457e-04,1.647160621359944344e-03,-2.607853342995181123e-11,1.608248986303806305e-02
4.290678072720766068e-03,6.720599485561251640e-04,-4.232443170621991158e-04,1.532269641757011414e-03,-2.929148243402401874e-11,1.945089921355247498e-02
-5.005779210478067398e-03,6.198958726599812508e-04,-2.296215971000492573e-04,1.155993304564617574e-04,8.833731489354956778e-12,-7.008173502981662750e-03
-3.775315824896097183e-03,6.164927071949932724e-06,-2.714390284381806850e-04,1.559555494168307632e-05,4.144577476355992829e-12,-3.855065908282995224e-03
2.114434493705630302e-03,9.061784949153661728e-04,-5.850750603713095188e-04,1.256436342373490334e-03,-2.263751859576945691e-11,1.267365552484989166e-02
-6.075415294617414474e-03,-4.441933706402778625e-04,-1.912549050757661462e-04,4.119053483009338379e-05,1.458454537694997555e-11,-1.030797325074672699e-02
-4.080315586179494858e-03,-7.553077884949743748e-04,-1.262022560695186257e-04,7.846663938835263252e-04,1.035868526372274445e-11,-5.359597038477659225e-03
-1.858690986409783363e-03,-2.031621988862752914e-03,-6.869151256978511810e-04,1.308537088334560394e-03,-7.345755080601090725e-12,1.682125148363411427e-03
-4.662167280912399292e-03,-8.536360692232847214e-04,-5.738554173149168491e-04,9.852116927504539490e-04,7.516066762025541692e-12,-5.994689185172319412e-03
-3.315144567750394344e-04,-5.141527508385479450e-04,-5.983668961562216282e-04,1.406439463607966900e-03,-1.116643149473572905e-11,5.494304932653903961e-03
4.466935060918331146e-04,-1.643471186980605125e-03,-6.119384197518229485e-04,1.817224314436316490e-03,-1.502851836032714772e-11,7.694996893405914307e-03
-5.358351860195398331e-03,1.026864483719691634e-04,-2.352603478357195854e-04,1.729974173940718174e-04,1.220516222810719142e-11,-8.289376273751258850e-03
-7.524326443672180176e-03,-4.193407658021897078e-04,6.953254342079162598e-06,-3.609087143559008837e-04,2.602058152278985403e-11,-1.459791138768196106e-02
-7.196589373052120209e-03,-1.142959925346076488e-03,3.732711047632619739e-05,-2.652101102285087109e-04,2.231667975416407046e-11,-1.355224661529064178e-02
-3.335103858262300491e-03,-4.739678988698869944e-04,-7.131417514756321907e-04,1.040407223626971245e-03,1.686806076761637740e-13,-2.213856903836131096e-03
-8.764265221543610096e-04,-1.190239563584327698e-03,-5.194804980419576168e-04,1.323079108260571957e-03,-9.194278151325452342e-12,3.949019126594066620e-03
3.778288606554269791e-03,-8.788734703557565808e-05,-4.636231751646846533e-04,1.888751983642578125e-03,-2.596306329649689104e-11,1.773763447999954224e-02
4.442731384187936783e-03,-4.101667727809399366e-04,-7.541169761680066586e-04,1.802312443032860756e-03,-3.579176538481831926e-11,2.041837014257907867e-02
-1.181875239126384258e-03,-9.196564205922186375e-04,-4.056736070197075605e-04,7.842904306016862392e-04,-6.798532223295516985e-12,2.996116178110241890e-03
-5.888014100492000580e-03,7.768358773319050670e-05,-3.955618303734809160e-04,3.539600875228643417e-04,1.452516232292033749e-11,-9.684232994914054871e-03
-2.007424132898449898e-03,-5.812857416458427906e-04,-5.000505479983985424e-04,1.313027692958712578e-03,-1.852225621143399614e-12,8.280509500764310360e-04
-5.242267157882452011e-03,-1.550081185996532440e-03,-5.117141408845782280e-04,6.986079970374703407e-04,7.209362880983283262e-12,-7.699546869844198227e-03
-4.731715656816959381e-03,-7.668838952668011189e-04,-5.966085591353476048e-04,8.030056487768888474e-04,7.060663685665158340e-12,-6.251226644963026047e-03
1.647639553993940353e-03,-1.295767258852720261e-03,-6.649385904893279076e-04,1.951755257323384285e-03,-2.085570605103725939e-11,1.138200610876083374e-02
-5.425848066806793213e-03,-1.361449365504086018e-03,-2.163036842830479145e-04,2.209180529462173581e-04,8.837142823070465170e-12,-8.771053515374660492e-03
-3.157485742121934891e-03,-5.048133243690244853e-05,-1.857098832260817289e-04,8.075687219388782978e-04,6.660848088368975795e-12,-2.774897962808609009e-03
1.029875362291932106e-03,-2.062556450255215168e-04,-6.212187581695616245e-04,1.801004633307456970e-03,-1.603611861356046830e-11,9.949136525392532349e-03
3.652555169537663460e-03,-8.287148084491491318e-04,-6.658465135842561722e-04,1.977622741833329201e-03,-3.090223910096057125e-11,1.762756519019603729e-02
-4.461745731532573700e-03,-2.137773204594850540e-03,-2.614571712911128998e-04,7.667338941246271133e-04,4.231056911080388616e-12,-5.925195291638374329e-03
-5.936357192695140839e-03,-1.367612392641603947e-03,-1.444438821636140347e-04,-1.847209059633314610e-04,1.231221635061841013e-11,-1.008569542318582535e-02
-2.243653172627091408e-03,-2.306004054844379425e-03,-5.432302132248878479e-04,1.171016367152333260e-03,-6.099482030563763146e-12,5.116396932862699032e-04
-3.547240048646926880e-03,7.376314606517553329e-04,-2.963567385450005531e-04,2.980667341034859419e-04,4.729283371168735428e-12,-3.120380919426679611e-03
3.760152263566851616e-03,-3.914363915100693703e-04,-2.906117588281631470e-04,1.399104250594973564e-03,-2.728345153968358971e-11,1.690979115664958954e-02
-5.920449271798133850e-03,-1.502473605796694756e-03,-5.165459588170051575e-04,4.772118991240859032e-04,1.121674801651817432e-11,-9.421520866453647614e-03
-5.862496793270111084e-03,-1.218544784933328629e-03,7.158100197557359934e-05,9.309082815889269114e-05,1.760625152613659594e-11,-1.042005885392427444e-02
-5.117626860737800598e-03,-1.828497624956071377e-03,-3.495829587336629629e-04,7.614198257215321064e-04,1.198877976060774841e-11,-7.318609859794378281e-03
-5.392584484070539474e-03,-5.040272371843457222e-04,-1.429809635737910867e-04,3.511866962071508169e-04,1.289093484735381878e-11,-8.844700641930103302e-03
-2.794336061924695969e-03,-5.352818407118320465e-04,-1.504271494923159480e-04,7.864218787290155888e-04,6.052677456458432914e-12,-1.780365360900759697e-03
1.786591717973351479e-03,-1.929540187120437622e-03,-7.663744036108255386e-04,2.221987815573811531e-03,-2.141110726217032578e-11,1.204847451299428940e-02
-1.019357587210834026e-03,-1.280284603126347065e-03,-9.056809940375387669e-04,1.853263354860246181e-03,-1.000594919420283446e-11,4.670448135584592819e-03
-4.070115683134645224e-04,-1.503088395111262798e-03,-7.140911184251308441e-04,1.273738103918731213e-03,-1.255605341921040008e-11,5.742643959820270538e-03
1.823161845095455647e-03,-1.076571061275899410e-03,-7.229689508676528931e-04,1.722913002595305443e-03,-1.963740801913527179e-11,1.211350038647651672e-02
2.025647321715950966e-03,-8.831972954794764519e-04,-6.294838385656476021e-04,1.859832322224974632e-03,-2.147974333122082413e-11,1.226691715419292450e-02
-4.908150993287563324e-03,-1.621884439373388886e-04,-1.444082736270502210e-04,1.925155520439147949e-04,1.009812719554581406e-11,-7.439819630235433578e-03
-6.323139648884534836e-03,-7.752521196380257607e-04,-6.247840792639181018e-05,1.291164662688970566e-04,1.643706525056298773e-11,-1.138590928167104721e-02
-1.512193353846669197e-03,-4.501987423282116652e-04,-7.552446913905441761e-04,1.394978724420070648e-03,-6.353788155333273124e-12,2.707122126594185829e-03
2.558953128755092621e-03,-2.725510275922715664e-04,-4.403167113196104765e-04,1.544284750707447529e-03,-2.169211685276728474e-11,1.336811669170856476e-02
4.464897327125072479e-03,-1.384666538797318935e-04,-4.072200390510261059e-04,1.857784925960004330e-03,-3.026442985110122663e-11,1.989416778087615967e-02
2.002688590437173843e-03,-7.755293045192956924e-04,-2.957867691293358803e-04,1.273037167266011238e-03,-1.621501370674405251e-11,1.151527743786573410e-02
-5.741167115047574043e-04,2.123961166944354773e-04,-7.158246007747948170e-04,1.731499680317938328e-03,-8.269785030379228630e-12,5.470680072903633118e-03
-4.129468929022550583e-03,-1.140769571065902710e-03,-4.733731620945036411e-04,4.695759562309831381e-04,2.073900079446744371e-12,-4.753990564495325089e-03
-1.991787692531943321e-03,1.275094691663980484e-04,-2.563523303251713514e-04,9.356999071314930916e-04,7.652231712867996194e-13,3.936371067538857460e-04
-4.802040639333426952e-04,3.304239362478256226e-04,-3.931011888198554516e-04,1.035935827530920506e-03,-7.632589005268641813e-12,4.672163166105747223e-03
-4.678527824580669403e-03,-8.912041666917502880e-04,-2.180751325795426965e-04,4.769395163748413324e-04,7.651999693603084296e-12,-6.954906042665243149e-03
-6.030383519828319550e-04,5.719041801057755947e-04,-1.117110950872302055e-04,1.075032516382634640e-03,1.521092930431566792e-12,4.226091317832469940e-03
-3.332188352942466736e-03,-1.325423363596200943e-03,-4.992560134269297123e-04,1.367625896818935871e-03,3.258474653294873846e-12,-2.572865691035985947e-03
-5.736788734793663025e-04,-8.831309969536960125e-04,-6.923156324774026871e-04,1.455473829992115498e-03,-9.884590541908711003e-12,5.288537591695785522e-03
1.470904826419427991e-04,-1.180797931738197803e-03,-9.363422286696732044e-04,1.891018706373870373e-03,-1.465657109567253258e-11,7.802570704370737076e-03
-2.545667346566915512e-03,-1.129242475144565105e-03,-2.062997955363243818e-04,7.001340272836387157e-04,1.266057896541494809e-12,-1.092535560019314289e-03
8.977301768027245998e-04,-4.584995040204375982e-04,-7.550134323537349701e-04,1.644705189391970634e-03,-2.060509922408026995e-11,9.639754891395568848e-03
-1.969515433302149177e-04,-1.342032221145927906e-03,-4.129330045543611050e-04,1.470639719627797604e-03,-7.095922373995255938e-12,6.029365118592977524e-03
-2.751707332208752632e-03,-2.166112652048468590e-03,-3.455517289694398642e-04,9.925845079123973846e-04,-4.806197757487029598e-13,-6.398075493052601814e-04
7.991238380782306194e-04,-1.124950009398162365e-03,-8.032310288399457932e-04,1.717017265036702156e-03,-1.987198079700380760e-11,9.231230244040489197e-03
-3.247993998229503632e-03,-8.571001817472279072e-04,-3.431238874327391386e-04,3.547647502273321152e-04,6.295625370848767499e-13,-2.625969937071204185e-03
-3.887583734467625618e-03,-2.293224446475505829e-03,-5.496259545907378197e-04,1.023586723022162914e-03,1.479074349976239322e-12,-4.033305682241916656e-03
-7.261956343427300453e-04,-1.290851971134543419e-03,-2.811974845826625824e-04,1.345404656603932381e-03,-6.566502116361894181e-12,4.106504376977682114e-03
-2.819814952090382576e-03,-1.818916061893105507e-03,-5.095915985293686390e-04,8.342501241713762283e-04,-3.333104625635741058e-12,-1.209962298162281513e-03
2.727862447500228882e-03,1.915672328323125839e-04,-5.241710459813475609e-04,1.722932676784694195e-03,-2.227807695265315857e-11,1.485378574579954147e-02
-4.518984351307153702e-03,-2.605699410196393728e-04,2.187754871556535363e-04,1.257039548363536596e-04,1.478649321040581555e-11,-7.214342243969440460e-03
-4.856490530073642731e-03,-9.179527987726032734e-04,-3.740704851225018501e-04,6.585916853509843349e-04,8.937410707343662608e-12,-7.009549997746944427e-03
-3.117281710729002953e-03,-1.583002158440649509e-03,-3.338592359796166420e-04,1.192532130517065525e-03,3.602037288233383983e-12,-2.133641391992568970e-03
-8.386505767703056335e-03,-1.427285373210906982e-03,8.091703057289123535e-05,-2.627947251312434673e-04,2.947106447770408977e-11,-1.697752252221107483e-02
2.590229734778404236e-03,-6.944924243725836277e-04,-6.472975364886224270e-04,2.051802817732095718e-03,-2.426583239900637068e-11,1.449050754308700562e-02
-3.118162974715232849e-03,-7.499489584006369114e-05,1.325495541095733643e-04,1.393333059240831062e-05,5.697899617407298223e-12,-3.395038424059748650e-03
-7.089798804372549057e-03,-1.849218853749334812e-03,-2.237000298919156194e-04,3.356805245857685804e-04,2.080166074114320196e-11,-1.295380946248769760e-02
-3.066757461056113243e-03,-2.338508609682321548e-03,-5.425814306363463402e-04,1.152762910351157188e-03,-4.860057668809592002e-13,-1.705132424831390381e-03
3.017093520611524582e-03,-5.282235215418040752e-04,-6.248291465453803539e-04,2.007068833336234093e-03,-2.471424627448204348e-11,1.570406742393970490e-02
-4.101836122572422028e-03,-1.073940424248576164e-03,-3.976835869252681732e-04,3.588524414226412773e-04,2.347985954970210898e-12,-4.813789855688810349e-03
-4.152528941631317139e-03,2.470960316713899374e-04,8.656039426568895578e-05,-2.563908637966960669e-04,7.856967680630599915e-12,-5.687714554369449615e-03
-7.935598492622375488e-03,-9.887251071631908417e-04,1.738039427436888218e-04,-3.885262412950396538e-04,2.828964666690136909e-11,-1.595452614128589630e-02
-7.450551260262727737e-03,-2.591504890006035566e-04,1.067633129423484206e-04,-6.062027532607316971e-04,2.487170192022603032e-11,-1.407313998788595200e-02
-4.798634909093379974e-03,-2.329060109332203865e-03,-3.483854816295206547e-04,7.984027033671736717e-04,7.089354277234338753e-12,-6.689711473882198334e-03
5.183384637348353863e-04,-3.419537679292261600e-04,-6.067784852348268032e-04,1.500402926467359066e-03,-1.511541239396230196e-11,8.009056560695171356e-03
1.730481977574527264e-03,-3.858046547975391150e-04,-6.957111181691288948e-04,1.837410032749176025e-03,-2.242053591394732592e-11,1.197733636945486069e-02
3.778528189286589622e-03,5.425893687061034143e-05,-4.662103019654750824e-04,1.644881325773894787e-03,-2.713829161393732647e-11,1.688488572835922241e-02
3.703299909830093384e-03,3.079196321777999401e-04,-4.622384149115532637e-04,1.600987627170979977e-03,-2.598959936150890826e-11,1.739439740777015686e-02
1.758977188728749752e-03,1.544095866847783327e-04,-6.918414728716015816e-04,1.358366222120821476e-03,-2.241487724596868958e-11,1.168921310454607010e-02
-2.299745567142963409e-03,-2.073489828035235405e-03,-4.547279095277190208e-04,1.271508634090423584e-03,-2.044659146854810317e-12,1.968124415725469589e-04
-6.016254890710115433e-03,-8.429079898633062840e-04,-2.319439518032595515e-04,9.734600462252274156e-05,1.461145267278585180e-11,-1.012615021318197250e-02
7.384307536995038390e-05,-2.354925265535712242e-03,-9.795984951779246330e-04,2.223447198048233986e-03,-1.685253846195333693e-11,7.594095077365636826e-03
-5.551102571189403534e-03,-5.728966207243502140e-04,-3.968156670453026891e-05,2.814665458572562784e-05,1.491206463866134868e-11,-9.282587096095085144e-03
-9.079105220735073090e-04,-6.918422877788543701e-04,-8.761598728597164154e-04,1.578634604811668396e-03,-1.189510556026673882e-11,4.815441090613603592e-03
-5.448845680803060532e-03,-8.416190394200384617e-04,-1.611586631042882800e-04,4.065744578838348389e-04,1.367640722893526117e-11,-8.806753903627395630e-03
2.047927351668477058e-03,-9.769658790901303291e-04,-4.278405685909092426e-04,1.499864156357944012e-03,-2.003363620828313429e-11,1.197091955691576004e-02
2.858654828742146492e-03,-3.279574229964055121e-05,-4.067119152750819921e-04,1.606699544936418533e-03,-2.208899209377168660e-11,1.440541353076696396e-02
-2.915709512308239937e-03,-8.201861055567860603e-04,-5.207168287597596645e-04,8.638742147013545036e-04,-1.647604795651513854e-12,-1.593144843354821205e-03
-2.707796636968851089e-03,-2.538037952035665512e-04,-2.248045057058334351e-04,1.004003570415079594e-03,4.077687406484065136e-12,-1.665340620093047619e-03
-6.104241590946912766e-03,-1.064799143932759762e-03,-2.328666305402293801e-04,5.619138391921296716e-05,1.249303091532816268e-11,-1.030758209526538849e-02
-6.679301150143146515e-03,-9.446280892007052898e-04,-1.561317621963098645e-04,-6.049841613275930285e-05,1.757233941690472534e-11,-1.193608064204454422e-02
3.948535770177841187e-03,-1.018013790599070489e-05,-2.506821474526077509e-04,1.440485706552863121e-03,-2.775666155252487499e-11,1.781002804636955261e-02
-3.275916213169693947e-03,-1.681571593508124352e-03,-7.591686444357037544e-04,1.239169854670763016e-03,-1.654366639340654199e-12,-2.035234821960330009e-03
-5.897098220884799957e-03,-1.359276240691542625e-03,1.162119224318303168e-05,1.899179769679903984e-04,1.593156856438682212e-11,-1.048115361481904984e-02
-2.582501154392957687e-03,-8.441774407401680946e-04,-6.606303504668176174e-04,1.499583944678306580e-03,-5.861969980605619135e-13,-3.858783748000860214e-04
-3.161779604852199554e-03,-4.080548751517198980e-05,-3.140032931696623564e-04,1.644627773202955723e-04,-2.037018557304870470e-12,-2.339925384148955345e-03
-2.307919552549719810e-03,-4.697959520854055882e-04,-6.156800081953406334e-04,1.198739628307521343e-03,-5.287901193307131820e-12,2.296307648066431284e-04
3.565980121493339539e-03,-6.315112113952636719e-05,-6.969626992940902710e-04,1.979922875761985779e-03,-2.798188417085789581e-11,1.785411126911640167e-02
-2.531752455979585648e-03,-2.070134542009327561e-05,-7.507156697101891041e-04,1.216385629959404469e-03,-3.138442847619438147e-12,8.825332042761147022e-05
-3.183998924214392900e-04,-1.144742476753890514e-03,-7.597296498715877533e-04,1.622967654839158058e-03,-1.309601992821596284e-11,6.265466101467609406e-03
3.936346154659986496e-03,-3.209418500773608685e-04,-4.883428337052464485e-04,1.841520890593528748e-03,-2.458049562503727969e-11,1.799323968589305878e-02
